,True,Predicted,RF,Total Duplication,Mapped Interval,Predictive Distribution
146,"(A_1:4.416432682403459,((C_2:1.1323568972050513,B_2:1.1323568972050513):0.3654707970057818,(C_3:1.4418786315018115,(C_1:1.2814994395120909,B_1:1.2814994395120909):0.16037919198972062):0.05594906270902156):2.9186049881926266):0.0;","(A_1,((C_2,B_2),(C_3,(C_1,B_1))));",0,0,111611178823.0,"{'(A_1,((C_1,B_1),(C_2,(C_3,B_2))));': 0.0, '(A_1,((C_1,B_1),(C_3,(C_2,B_2))));': 0.0, '(A_1,((C_1,B_2),(C_2,(C_3,B_1))));': 0.0, '(A_1,((C_1,B_2),(C_3,(C_2,B_1))));': 0.0, '(A_1,((C_2,B_1),(C_1,(C_3,B_2))));': 0.0, '(A_1,((C_2,B_1),(C_3,(C_1,B_2))));': 0.0, '(A_1,((C_2,B_2),(C_1,(C_3,B_1))));': 0.0, '(A_1,((C_2,B_2),(C_3,(C_1,B_1))));': 1.0, '(A_1,((C_3,B_1),(C_1,(C_2,B_2))));': 0.0, '(A_1,((C_3,B_1),(C_2,(C_1,B_2))));': 0.0, '(A_1,((C_3,B_2),(C_1,(C_2,B_1))));': 0.0, '(A_1,((C_3,B_2),(C_2,(C_1,B_1))));': 0.0}"
147,"(A_1:2.446811835127162,(C_1:1.8759758512312839,(B_1:1.5753311667337786,((C_2:0.550056235725453,C_4:0.550056235725453):0.8751383304620333,C_3:1.4251945661874863):0.1501366005462923):0.30064468449750525):0.5708359838958783):0.0;","(A_1,(C_1,(B_1,((C_2,C_4),C_3))));",0,0,1111131881013.0,"{'(A_1,(C_1,(B_1,((C_2,C_3),C_4))));': 0.0, '(A_1,(C_1,(B_1,((C_2,C_4),C_3))));': 1.0, '(A_1,(C_1,(B_1,((C_3,C_4),C_2))));': 0.0, '(A_1,(C_2,(B_1,((C_1,C_3),C_4))));': 0.0, '(A_1,(C_2,(B_1,((C_1,C_4),C_3))));': 0.0, '(A_1,(C_2,(B_1,((C_3,C_4),C_1))));': 0.0, '(A_1,(C_3,(B_1,((C_1,C_2),C_4))));': 0.0, '(A_1,(C_3,(B_1,((C_1,C_4),C_2))));': 0.0, '(A_1,(C_3,(B_1,((C_2,C_4),C_1))));': 0.0, '(A_1,(C_4,(B_1,((C_1,C_2),C_3))));': 0.0, '(A_1,(C_4,(B_1,((C_1,C_3),C_2))));': 0.0, '(A_1,(C_4,(B_1,((C_2,C_3),C_1))));': 0.0}"
148,"((C_1:1.386989493801126,(B_2:0.2873768364933823,B_1:0.2873768364933823):1.0996126573077438):1.0651302859159804,A_1:2.4521197797171066):0.0;","((C_1,(B_1,B_2)),A_1);",0,0,11127113.0,"{'((C_1,(B_1,B_2)),A_1);': 1.0}"
149,"(B_2:2.9671055882698747,((B_1:1.3818678858278939,(C_1:1.2032183655225188,(B_4:0.9852741404217598,B_3:0.9852741404217598):0.21794422510075906):0.17864952030537506):1.0353855573160509,A_1:2.4172534431439447):0.54985214512593):0.0;","(B_2,((B_1,(C_1,(B_3,B_4))),A_1));",0,0,1111157711315.0,"{'(B_1,((B_2,(C_1,(B_3,B_4))),A_1));': 0.0, '(B_1,((B_3,(C_1,(B_2,B_4))),A_1));': 0.0, '(B_1,((B_4,(C_1,(B_2,B_3))),A_1));': 0.0, '(B_2,((B_1,(C_1,(B_3,B_4))),A_1));': 1.0, '(B_2,((B_3,(C_1,(B_1,B_4))),A_1));': 0.0, '(B_2,((B_4,(C_1,(B_1,B_3))),A_1));': 0.0, '(B_3,((B_1,(C_1,(B_2,B_4))),A_1));': 0.0, '(B_3,((B_2,(C_1,(B_1,B_4))),A_1));': 0.0, '(B_3,((B_4,(C_1,(B_1,B_2))),A_1));': 0.0, '(B_4,((B_1,(C_1,(B_2,B_3))),A_1));': 0.0, '(B_4,((B_2,(C_1,(B_1,B_3))),A_1));': 0.0, '(B_4,((B_3,(C_1,(B_1,B_2))),A_1));': 0.0}"
150,"((B_1:1.1251844341879533,C_1:1.1251844341879533):1.1285449111986932,A_1:2.2537293453866467):0.0;","((B_1,C_1),A_1);",0,0,116112.0,"{'((B_1,C_1),A_1);': 1.0}"
151,"((B_1:2.6530448087876666,A_1:2.6530448087876666):1.0214381939358035,C_1:3.67448300272347):0.0;","((B_1,A_1),C_1);",0,0,1114119.0,"{'((B_1,A_1),C_1);': 1.0}"
152,"(C_2:3.529366238189591,(A_1:2.072534286286088,(C_1:1.5377699022168716,B_1:1.5377699022168716):0.5347643840692163):1.4568319519035033):0.0;","(C_2,(A_1,(C_1,B_1)));",0,0,111181118.0,"{'(C_1,(A_1,(C_2,B_1)));': 0.0, '(C_2,(A_1,(C_1,B_1)));': 1.0}"
153,"(B_3:3.0114187376056303,(A_1:2.4916997962724876,(B_1:1.442581217543426,((B_2:1.1246019465401123,C_2:1.1246019465401123):0.26653114264711825,C_1:1.3911330891872304):0.05144812835619561):1.0491185787290616):0.5197189413331427):0.0;","(B_3,(A_1,(B_1,((B_2,C_2),C_1))));",0,0,1111161781316.0,"{'(B_1,(A_1,(B_2,((B_3,C_1),C_2))));': 0.0, '(B_1,(A_1,(B_2,((B_3,C_2),C_1))));': 0.0, '(B_1,(A_1,(B_3,((B_2,C_1),C_2))));': 0.0, '(B_1,(A_1,(B_3,((B_2,C_2),C_1))));': 0.0, '(B_2,(A_1,(B_1,((B_3,C_1),C_2))));': 0.0, '(B_2,(A_1,(B_1,((B_3,C_2),C_1))));': 0.0, '(B_2,(A_1,(B_3,((B_1,C_1),C_2))));': 0.0, '(B_2,(A_1,(B_3,((B_1,C_2),C_1))));': 0.0, '(B_3,(A_1,(B_1,((B_2,C_1),C_2))));': 0.0, '(B_3,(A_1,(B_1,((B_2,C_2),C_1))));': 1.0, '(B_3,(A_1,(B_2,((B_1,C_1),C_2))));': 0.0, '(B_3,(A_1,(B_2,((B_1,C_2),C_1))));': 0.0}"
154,"((B_1:1.2781094027988895,C_1:1.2781094027988895):1.3467338497153367,(A_2:0.646931586217574,A_1:0.646931586217574):1.9779116662966523):0.0;","((B_1,C_1),(A_1,A_2));",0,0,1171147.0,"{'((B_1,C_1),(A_1,A_2));': 1.0}"
155,"((B_1:1.3159186036721242,C_1:1.3159186036721242):1.894058265784024,(C_2:2.452628434636675,A_1:2.452628434636675):0.7573484348194732):0.0;","((B_1,C_1),(C_2,A_1));",0,0,117111313.0,"{'((B_1,C_1),(C_2,A_1));': 1.0, '((B_1,C_2),(C_1,A_1));': 0.0}"
156,"(A_2:3.641196444118411,((B_1:1.1059207386407262,C_1:1.1059207386407262):2.3797182572690754,(A_3:1.946959265730711,A_1:1.946959265730711):1.5386797301790904):0.15555744820860928):0.0;","(A_2,((B_1,C_1),(A_1,A_3)));",0,0,111611101019.0,"{'(A_1,((B_1,C_1),(A_2,A_3)));': 0.0, '(A_2,((B_1,C_1),(A_1,A_3)));': 1.0, '(A_3,((B_1,C_1),(A_1,A_2)));': 0.0}"
157,"(A_1:2.36881961337838,(C_1:1.3607678025821632,(B_2:0.9809494113009167,(B_3:0.42595945895958354,B_1:0.42595945895958354):0.5549899523413332):0.3798183912812465):1.0080518107962166):0.0;","(A_1,(C_1,(B_2,(B_1,B_3))));",0,0,1111135712.0,"{'(A_1,(C_1,(B_1,(B_2,B_3))));': 0.0, '(A_1,(C_1,(B_2,(B_1,B_3))));': 1.0, '(A_1,(C_1,(B_3,(B_1,B_2))));': 0.0}"
158,"(C_1:3.003635565993646,(B_1:2.5933248257600727,A_1:2.5933248257600727):0.4103107402335729):0.0;","(C_1,(B_1,A_1));",0,0,1111316.0,"{'(C_1,(B_1,A_1));': 1.0}"
159,"((B_1:1.190252483428876,C_1:1.190252483428876):1.7978996938943208,(B_2:2.707341118909261,A_1:2.707341118909261):0.2808110584139354):0.0;","((B_1,C_1),(B_2,A_1));",0,0,116111414.0,"{'((B_1,C_1),(B_2,A_1));': 1.0, '((B_2,C_1),(B_1,A_1));': 0.0}"
160,"(A_1:2.7709872390118973,(B_1:1.1843525943823372,C_1:1.1843525943823372):1.58663464462956):0.0;","(A_1,(B_1,C_1));",0,0,111614.0,"{'(A_1,(B_1,C_1));': 1.0}"
161,"(A_1:2.628614574351794,(B_1:1.5493181851238607,C_1:1.5493181851238607):1.0792963892279335):0.0;","(A_1,(B_1,C_1));",0,0,111814.0,"{'(A_1,(B_1,C_1));': 1.0}"
162,"(A_2:7.332398849591448,(A_1:2.7082543167492457,(C_1:1.1635005156003484,B_1:1.1635005156003484):1.5447538011488973):4.624144532842203):0.0;","(A_2,(A_1,(C_1,B_1)));",0,0,111161437.0,"{'(A_1,(A_2,(C_1,B_1)));': 0.0, '(A_2,(A_1,(C_1,B_1)));': 1.0}"
163,"(A_1:2.0668070560301954,(B_1:1.7778643783153494,(B_2:1.404682597498454,C_1:1.404682597498454):0.37318178081689535):0.28894267771484616):0.0;","(A_1,(B_1,(B_2,C_1)));",0,0,11118911.0,"{'(A_1,(B_1,(B_2,C_1)));': 1.0, '(A_1,(B_2,(B_1,C_1)));': 0.0}"
164,"((B_1:1.2309902356627345,(C_3:0.8610812427645058,C_1:0.8610812427645058):0.36990899289822865):1.2319703007274994,(C_2:2.2497672053800963,A_1:2.2497672053800963):0.2131933310101375):0.0;","((B_1,(C_1,C_3)),(C_2,A_1));",0,0,11157111212.0,"{'((B_1,(C_1,C_2)),(C_3,A_1));': 0.0, '((B_1,(C_1,C_3)),(C_2,A_1));': 1.0, '((B_1,(C_2,C_3)),(C_1,A_1));': 0.0}"
165,"((A_1:2.5862776330887685,B_1:2.5862776330887685):0.4257490741493286,(C_2:1.3560225319739763,C_1:1.3560225319739763):1.6560041752641208):0.0;","((A_1,B_1),(C_1,C_2));",0,0,111311713.0,"{'((A_1,B_1),(C_1,C_2));': 1.0}"
166,"((B_1:2.7545387153802774,C_1:2.7545387153802774):0.4309850195972311,A_1:3.1855237349775085):0.0;","((B_1,C_1),A_1);",0,0,1114116.0,"{'((B_1,C_1),A_1);': 1.0}"
167,"(A_1:3.1505594630625393,((B_2:1.0890500533811067,C_2:1.0890500533811067):1.706814674674833,(B_3:1.544807985817073,(B_1:1.0043095349829758,C_1:1.0043095349829758):0.5404984508340971):1.251056742238867):0.3546947350065994):0.0;","(A_1,((B_2,C_2),(B_3,(B_1,C_1))));",0,0,111611168816.0,"{'(A_1,((B_1,C_1),(B_2,(B_3,C_2))));': 0.0, '(A_1,((B_1,C_1),(B_3,(B_2,C_2))));': 0.0, '(A_1,((B_1,C_2),(B_2,(B_3,C_1))));': 0.0, '(A_1,((B_1,C_2),(B_3,(B_2,C_1))));': 0.0, '(A_1,((B_2,C_1),(B_1,(B_3,C_2))));': 0.0, '(A_1,((B_2,C_1),(B_3,(B_1,C_2))));': 0.0, '(A_1,((B_2,C_2),(B_1,(B_3,C_1))));': 0.0, '(A_1,((B_2,C_2),(B_3,(B_1,C_1))));': 1.0, '(A_1,((B_3,C_1),(B_1,(B_2,C_2))));': 0.0, '(A_1,((B_3,C_1),(B_2,(B_1,C_2))));': 0.0, '(A_1,((B_3,C_2),(B_1,(B_2,C_1))));': 0.0, '(A_1,((B_3,C_2),(B_2,(B_1,C_1))));': 0.0}"
168,"(A_1:2.441693158102891,(C_1:1.208129012481997,B_1:1.208129012481997):1.2335641456208943):0.0;","(A_1,(C_1,B_1));",0,0,111713.0,"{'(A_1,(C_1,B_1));': 1.0}"
169,"(A_1:2.731575593366063,(((C_2:1.1170809960415096,B_2:1.1170809960415096):0.3443964860177452,B_1:1.4614774820592547):1.2172248122826663,(C_3:0.7740006601442033,C_1:0.7740006601442033):1.9047016341977177):0.05287329902414205):0.0;","(A_1,(((C_2,B_2),B_1),(C_1,C_3)));",0,0,111618114814.0,"{'(A_1,(((C_1,B_1),B_2),(C_2,C_3)));': 0.0, '(A_1,(((C_1,B_2),B_1),(C_2,C_3)));': 0.0, '(A_1,(((C_2,B_1),B_2),(C_1,C_3)));': 0.0, '(A_1,(((C_2,B_2),B_1),(C_1,C_3)));': 1.0, '(A_1,(((C_3,B_1),B_2),(C_1,C_2)));': 0.0, '(A_1,(((C_3,B_2),B_1),(C_1,C_2)));': 0.0}"
170,"((A_1:3.182477839533232,(C_1:1.1929767249797123,(B_4:0.08785916405885992,B_3:0.08785916405885992):1.1051175609208523):1.9895011145535195):0.23538492950991496,((C_2:1.4562703649861777,B_2:1.4562703649861777):1.717303720724041,B_1:3.173574085710219):0.24428868333292808):0.0;","((A_1,(C_1,(B_3,B_4))),((C_2,B_2),B_1));",0,0,1111161611811616.0,"{'((A_1,(C_1,(B_1,B_2))),((C_2,B_3),B_4));': 0.0, '((A_1,(C_1,(B_1,B_2))),((C_2,B_4),B_3));': 0.0, '((A_1,(C_1,(B_1,B_3))),((C_2,B_2),B_4));': 0.0, '((A_1,(C_1,(B_1,B_3))),((C_2,B_4),B_2));': 0.0, '((A_1,(C_1,(B_1,B_4))),((C_2,B_2),B_3));': 0.0, '((A_1,(C_1,(B_1,B_4))),((C_2,B_3),B_2));': 0.0, '((A_1,(C_1,(B_2,B_3))),((C_2,B_1),B_4));': 0.0, '((A_1,(C_1,(B_2,B_3))),((C_2,B_4),B_1));': 0.0, '((A_1,(C_1,(B_2,B_4))),((C_2,B_1),B_3));': 0.0, '((A_1,(C_1,(B_2,B_4))),((C_2,B_3),B_1));': 0.0, '((A_1,(C_1,(B_3,B_4))),((C_2,B_1),B_2));': 0.0, '((A_1,(C_1,(B_3,B_4))),((C_2,B_2),B_1));': 1.0, '((A_1,(C_2,(B_1,B_2))),((C_1,B_3),B_4));': 0.0, '((A_1,(C_2,(B_1,B_2))),((C_1,B_4),B_3));': 0.0, '((A_1,(C_2,(B_1,B_3))),((C_1,B_2),B_4));': 0.0, '((A_1,(C_2,(B_1,B_3))),((C_1,B_4),B_2));': 0.0, '((A_1,(C_2,(B_1,B_4))),((C_1,B_2),B_3));': 0.0, '((A_1,(C_2,(B_1,B_4))),((C_1,B_3),B_2));': 0.0, '((A_1,(C_2,(B_2,B_3))),((C_1,B_1),B_4));': 0.0, '((A_1,(C_2,(B_2,B_3))),((C_1,B_4),B_1));': 0.0, '((A_1,(C_2,(B_2,B_4))),((C_1,B_1),B_3));': 0.0, '((A_1,(C_2,(B_2,B_4))),((C_1,B_3),B_1));': 0.0, '((A_1,(C_2,(B_3,B_4))),((C_1,B_1),B_2));': 0.0, '((A_1,(C_2,(B_3,B_4))),((C_1,B_2),B_1));': 0.0}"
171,"((B_1:1.7307952399010795,C_1:1.7307952399010795):0.6548565287216148,A_1:2.385651768622694):0.0;","((B_1,C_1),A_1);",0,0,119112.0,"{'((B_1,C_1),A_1);': 1.0}"
172,"(((B_2:1.0355275652271094,C_2:1.0355275652271094):2.494545440771724,(A_3:1.2685084253148353,A_2:1.2685084253148353):2.2615645806839977):1.911475005601437,(A_1:4.657042302942656,(C_1:1.1191519864666186,B_1:1.1191519864666186):3.5378903164760382):0.7845057086576137):0.0;","(((B_2,C_2),(A_2,A_3)),(A_1,(C_1,B_1)));",0,0,116117711162424.0,"{'(((B_1,C_1),(A_1,A_2)),(A_3,(C_2,B_2)));': 0.0, '(((B_1,C_1),(A_1,A_3)),(A_2,(C_2,B_2)));': 0.0, '(((B_1,C_1),(A_2,A_3)),(A_1,(C_2,B_2)));': 0.0, '(((B_1,C_2),(A_1,A_2)),(A_3,(C_1,B_2)));': 0.0, '(((B_1,C_2),(A_1,A_3)),(A_2,(C_1,B_2)));': 0.0, '(((B_1,C_2),(A_2,A_3)),(A_1,(C_1,B_2)));': 0.0, '(((B_2,C_1),(A_1,A_2)),(A_3,(C_2,B_1)));': 0.0, '(((B_2,C_1),(A_1,A_3)),(A_2,(C_2,B_1)));': 0.0, '(((B_2,C_1),(A_2,A_3)),(A_1,(C_2,B_1)));': 0.0, '(((B_2,C_2),(A_1,A_2)),(A_3,(C_1,B_1)));': 0.0, '(((B_2,C_2),(A_1,A_3)),(A_2,(C_1,B_1)));': 0.0, '(((B_2,C_2),(A_2,A_3)),(A_1,(C_1,B_1)));': 1.0}"
173,"((A_1:2.515613568240692,C_1:2.515613568240692):0.9832775183384699,(B_1:1.5763058896013167,(C_3:1.570134579467977,C_2:1.570134579467977):0.0061713101333396025):1.9225851969778454):0.0;","((A_1,C_1),(B_1,(C_2,C_3)));",0,0,11131118813.0,"{'((A_1,C_1),(B_1,(C_2,C_3)));': 1.0, '((A_1,C_2),(B_1,(C_1,C_3)));': 0.0, '((A_1,C_3),(B_1,(C_1,C_2)));': 0.0}"
174,"((B_1:1.816157886428384,C_1:1.816157886428384):2.3245345844553467,((C_2:2.2699359568744297,B_2:2.2699359568744297):0.17054046746146082,A_1:2.4404764243358907):1.70021604654784):0.0;","((B_1,C_1),((C_2,B_2),A_1));",0,0,1110111211313.0,"{'((B_1,C_1),((C_2,B_2),A_1));': 1.0, '((B_1,C_2),((C_1,B_2),A_1));': 0.0, '((B_2,C_1),((C_2,B_1),A_1));': 0.0, '((B_2,C_2),((C_1,B_1),A_1));': 0.0}"
175,"((B_1:1.0653882310047293,C_1:1.0653882310047293):1.3217420632260897,A_1:2.387130294230819):0.0;","((B_1,C_1),A_1);",0,0,116112.0,"{'((B_1,C_1),A_1);': 1.0}"
176,"(A_1:3.8558214151808365,((C_1:1.06860179341715,B_1:1.06860179341715):0.6591792275494006,(C_3:1.2358362178576474,(C_4:0.2894511625005575,C_2:0.2894511625005575):0.9463850553570898):0.4919448031089031):2.128040394214286):0.0;","(A_1,((C_1,B_1),(C_3,(C_2,C_4))));",0,0,111611127720.0,"{'(A_1,((C_1,B_1),(C_2,(C_3,C_4))));': 0.0, '(A_1,((C_1,B_1),(C_3,(C_2,C_4))));': 1.0, '(A_1,((C_1,B_1),(C_4,(C_2,C_3))));': 0.0, '(A_1,((C_2,B_1),(C_1,(C_3,C_4))));': 0.0, '(A_1,((C_2,B_1),(C_3,(C_1,C_4))));': 0.0, '(A_1,((C_2,B_1),(C_4,(C_1,C_3))));': 0.0, '(A_1,((C_3,B_1),(C_1,(C_2,C_4))));': 0.0, '(A_1,((C_3,B_1),(C_2,(C_1,C_4))));': 0.0, '(A_1,((C_3,B_1),(C_4,(C_1,C_2))));': 0.0, '(A_1,((C_4,B_1),(C_1,(C_2,C_3))));': 0.0, '(A_1,((C_4,B_1),(C_2,(C_1,C_3))));': 0.0, '(A_1,((C_4,B_1),(C_3,(C_1,C_2))));': 0.0}"
177,"((A_1:2.175428016248128,B_1:2.175428016248128):0.6205802723626461,(C_2:1.7057317193998571,C_1:1.7057317193998571):1.0902765692109169):0.0;","((A_1,B_1),(C_1,C_2));",0,0,111111911.0,"{'((A_1,B_1),(C_1,C_2));': 1.0}"
178,"((C_2:1.3637713546885781,B_2:1.3637713546885781):2.8003402870887477,(A_1:2.329219596507443,(B_1:2.0860440482786453,(C_3:0.6091575486374186,C_1:0.6091575486374186):1.4768864996412268):0.24317554822879783):1.8348920452698825):0.0;","((C_2,B_2),(A_1,(B_1,(C_1,C_3))));",0,0,11711114111212.0,"{'((C_1,B_1),(A_1,(B_2,(C_2,C_3))));': 0.0, '((C_1,B_2),(A_1,(B_1,(C_2,C_3))));': 0.0, '((C_2,B_1),(A_1,(B_2,(C_1,C_3))));': 0.0, '((C_2,B_2),(A_1,(B_1,(C_1,C_3))));': 1.0, '((C_3,B_1),(A_1,(B_2,(C_1,C_2))));': 0.0, '((C_3,B_2),(A_1,(B_1,(C_1,C_2))));': 0.0}"
179,"((B_1:1.576559170373957,C_1:1.576559170373957):1.076965264708738,(A_2:1.385995725106542,A_1:1.385995725106542):1.2675287099761527):0.0;","((B_1,C_1),(A_1,A_2));",0,0,1181178.0,"{'((B_1,C_1),(A_1,A_2));': 1.0}"
180,"((B_1:1.6679652193197056,C_1:1.6679652193197056):1.7136148646621174,(A_2:1.8233574916355582,(A_3:0.920772977788298,A_1:0.920772977788298):0.9025845138472601):1.5582225923462647):0.0;","((B_1,C_1),(A_2,(A_1,A_3)));",0,0,11911151010.0,"{'((B_1,C_1),(A_1,(A_2,A_3)));': 0.0, '((B_1,C_1),(A_2,(A_1,A_3)));': 1.0, '((B_1,C_1),(A_3,(A_1,A_2)));': 0.0}"
181,"(A_1:2.059348941835901,(C_1:1.0640828729602152,B_1:1.0640828729602152):0.9952660688756856):0.0;","(A_1,(C_1,B_1));",0,0,111611.0,"{'(A_1,(C_1,B_1));': 1.0}"
182,"((B_1:1.5323041652532359,((B_2:1.200643738969601,C_2:1.200643738969601):0.30260402857916363,(C_3:0.5390202288206523,C_1:0.5390202288206523):0.9642275387281123):0.029056397704471326):1.6986889378428107,A_1:3.230993103096046):0.0;","((B_1,((B_2,C_2),(C_1,C_3))),A_1);",0,0,111711378117.0,"{'((B_1,((B_2,C_1),(C_2,C_3))),A_1);': 0.0, '((B_1,((B_2,C_2),(C_1,C_3))),A_1);': 1.0, '((B_1,((B_2,C_3),(C_1,C_2))),A_1);': 0.0, '((B_2,((B_1,C_1),(C_2,C_3))),A_1);': 0.0, '((B_2,((B_1,C_2),(C_1,C_3))),A_1);': 0.0, '((B_2,((B_1,C_3),(C_1,C_2))),A_1);': 0.0}"
183,"((C_1:1.6370074587914307,B_1:1.6370074587914307):2.4346916587032608,A_1:4.071699117494692):0.0;","((C_1,B_1),A_1);",0,0,119121.0,"{'((C_1,B_1),A_1);': 1.0}"
184,"((C_1:1.405280600237317,B_1:1.405280600237317):2.762944680915054,A_1:4.168225281152371):0.0;","((C_1,B_1),A_1);",0,0,118121.0,"{'((C_1,B_1),A_1);': 1.0}"
185,"((C_1:2.2013793163090374,(A_2:1.252563334526735,(A_3:0.4605390869964054,A_1:0.4605390869964054):0.7920242475303296):0.9488159817823023):0.38435901688057095,B_1:2.5857383331896084):0.0;","((C_1,(A_2,(A_1,A_3))),B_1);",0,0,11113712113.0,"{'((C_1,(A_1,(A_2,A_3))),B_1);': 0.0, '((C_1,(A_2,(A_1,A_3))),B_1);': 1.0, '((C_1,(A_3,(A_1,A_2))),B_1);': 0.0}"
186,"((C_1:2.110881578029377,A_1:2.110881578029377):0.04175497840383431,(B_2:0.4514388829889391,B_1:0.4514388829889391):1.7011976734442722):0.0;","((C_1,A_1),(B_1,B_2));",0,0,111111311.0,"{'((C_1,A_1),(B_1,B_2));': 1.0}"
187,"(B_3:3.187512402727302,(B_2:2.643260177835305,(A_1:2.3411725224025446,(B_1:1.1202101687992272,C_1:1.1202101687992272):1.2209623536033172):0.3020876554327603):0.5442522248919972):0.0;","(B_3,(B_2,(A_1,(B_1,C_1))));",0,0,111116121416.0,"{'(B_1,(B_2,(A_1,(B_3,C_1))));': 0.0, '(B_1,(B_3,(A_1,(B_2,C_1))));': 0.0, '(B_2,(B_1,(A_1,(B_3,C_1))));': 0.0, '(B_2,(B_3,(A_1,(B_1,C_1))));': 0.0, '(B_3,(B_1,(A_1,(B_2,C_1))));': 0.0, '(B_3,(B_2,(A_1,(B_1,C_1))));': 1.0}"
188,"((C_1:1.081369468122021,(B_2:0.8126440503516175,B_1:0.8126440503516175):0.2687254177704035):1.6463188876996757,A_1:2.7276883558216967):0.0;","((C_1,(B_1,B_2)),A_1);",0,0,11156114.0,"{'((C_1,(B_1,B_2)),A_1);': 1.0}"
189,"((B_1:1.654384335050688,C_1:1.654384335050688):2.0282567062034436,((B_2:0.9924439022831405,B_3:0.9924439022831405):1.8975839650202544,A_1:2.890027867303395):0.7926131739507367):0.0;","((B_1,C_1),((B_2,B_3),A_1));",0,0,11911511515.0,"{'((B_1,C_1),((B_2,B_3),A_1));': 1.0, '((B_2,C_1),((B_1,B_3),A_1));': 0.0, '((B_3,C_1),((B_1,B_2),A_1));': 0.0}"
190,"((B_1:1.6489615637104034,C_1:1.6489615637104034):0.5762307709572264,A_1:2.22519233466763):0.0;","((B_1,C_1),A_1);",0,0,119112.0,"{'((B_1,C_1),A_1);': 1.0}"
191,"(A_1:3.487023400419063,(((A_2:2.0508707619136057,B_2:2.0508707619136057):0.7482078752475139,(B_1:1.3132508420618532,C_1:1.3132508420618532):1.4858277950992664):0.28095565120321675,(A_4:0.9123531724558631,A_3:0.9123531724558631):2.167681115908473):0.40698911205472665):0.0;","(A_1,(((A_2,B_2),(B_1,C_1)),(A_3,A_4)));",0,0,1.1111117111151118e+16,"{'(A_1,(((A_2,B_1),(B_2,C_1)),(A_3,A_4)));': 0.0, '(A_1,(((A_2,B_2),(B_1,C_1)),(A_3,A_4)));': 1.0, '(A_1,(((A_3,B_1),(B_2,C_1)),(A_2,A_4)));': 0.0, '(A_1,(((A_3,B_2),(B_1,C_1)),(A_2,A_4)));': 0.0, '(A_1,(((A_4,B_1),(B_2,C_1)),(A_2,A_3)));': 0.0, '(A_1,(((A_4,B_2),(B_1,C_1)),(A_2,A_3)));': 0.0, '(A_2,(((A_1,B_1),(B_2,C_1)),(A_3,A_4)));': 0.0, '(A_2,(((A_1,B_2),(B_1,C_1)),(A_3,A_4)));': 0.0, '(A_2,(((A_3,B_1),(B_2,C_1)),(A_1,A_4)));': 0.0, '(A_2,(((A_3,B_2),(B_1,C_1)),(A_1,A_4)));': 0.0, '(A_2,(((A_4,B_1),(B_2,C_1)),(A_1,A_3)));': 0.0, '(A_2,(((A_4,B_2),(B_1,C_1)),(A_1,A_3)));': 0.0, '(A_3,(((A_1,B_1),(B_2,C_1)),(A_2,A_4)));': 0.0, '(A_3,(((A_1,B_2),(B_1,C_1)),(A_2,A_4)));': 0.0, '(A_3,(((A_2,B_1),(B_2,C_1)),(A_1,A_4)));': 0.0, '(A_3,(((A_2,B_2),(B_1,C_1)),(A_1,A_4)));': 0.0, '(A_3,(((A_4,B_1),(B_2,C_1)),(A_1,A_2)));': 0.0, '(A_3,(((A_4,B_2),(B_1,C_1)),(A_1,A_2)));': 0.0, '(A_4,(((A_1,B_1),(B_2,C_1)),(A_2,A_3)));': 0.0, '(A_4,(((A_1,B_2),(B_1,C_1)),(A_2,A_3)));': 0.0, '(A_4,(((A_2,B_1),(B_2,C_1)),(A_1,A_3)));': 0.0, '(A_4,(((A_2,B_2),(B_1,C_1)),(A_1,A_3)));': 0.0, '(A_4,(((A_3,B_1),(B_2,C_1)),(A_1,A_2)));': 0.0, '(A_4,(((A_3,B_2),(B_1,C_1)),(A_1,A_2)));': 0.0}"
192,"(A_1:3.6715839704584194,(B_1:1.0920665777292569,C_1:1.0920665777292569):2.5795173927291626):0.0;","(A_1,(B_1,C_1));",0,0,111619.0,"{'(A_1,(B_1,C_1));': 1.0}"
193,"(A_1:2.896198591547301,(A_2:2.455040177069686,(C_1:1.1642028331977174,B_1:1.1642028331977174):1.2908373438719685):0.4411584144776153):0.0;","(A_1,(A_2,(C_1,B_1)));",0,0,111161315.0,"{'(A_1,(A_2,(C_1,B_1)));': 1.0, '(A_2,(A_1,(C_1,B_1)));': 0.0}"
194,"((B_1:2.2783190831024362,C_1:2.2783190831024362):0.1242442080852795,A_1:2.402563291187716):0.0;","((B_1,C_1),A_1);",0,0,1112113.0,"{'((B_1,C_1),A_1);': 1.0}"
