,True,Predicted,RF,Total Duplication,Mapped Interval,Predictive Distribution
46,"((A_1:2.2505374606814095,(B_1:1.3442453676078143,C_1:1.3442453676078143):0.9062920930735954):6.185481980100039,(C_3:0.20366064474506945,C_2:0.20366064474506945):8.23235879603638):0.0;","((A_1,(B_1,C_1)),(C_2,C_3));",0,0,11171211212.0,"{'((A_1,(B_1,C_1)),(C_2,C_3));': 1.0, '((A_1,(B_1,C_2)),(C_1,C_3));': 0.0, '((A_1,(B_1,C_3)),(C_1,C_2));': 0.0}"
47,"((C_2:1.0600754953763833,B_2:1.0600754953763833):1.3629203263162577,((C_1:1.3957556700164075,(B_3:0.5610099081762656,B_1:0.5610099081762656):0.8347457618401419):0.9657747058936896,A_1:2.361530375910097):0.061465445782544315):0.0;","((C_2,B_2),((C_1,(B_1,B_3)),A_1));",0,0,1161113711212.0,"{'((C_1,B_1),((C_2,(B_2,B_3)),A_1));': 0.0, '((C_1,B_2),((C_2,(B_1,B_3)),A_1));': 0.0, '((C_1,B_3),((C_2,(B_1,B_2)),A_1));': 0.0, '((C_2,B_1),((C_1,(B_2,B_3)),A_1));': 0.0, '((C_2,B_2),((C_1,(B_1,B_3)),A_1));': 1.0, '((C_2,B_3),((C_1,(B_1,B_2)),A_1));': 0.0}"
48,"((B_1:1.3802465689394618,C_1:1.3802465689394618):0.7681321052482643,A_1:2.148378674187726):0.0;","((B_1,C_1),A_1);",0,0,117111.0,"{'((B_1,C_1),A_1);': 1.0}"
49,"(A_2:8.815124263556857,(A_1:2.8398977618261307,(C_1:1.3502782520941845,B_1:1.3502782520941845):1.4896195097319462):5.9752265017307264):0.0;","(A_2,(A_1,(C_1,B_1)));",0,0,111171545.0,"{'(A_1,(A_2,(C_1,B_1)));': 0.0, '(A_2,(A_1,(C_1,B_1)));': 1.0}"
50,"((B_1:1.291425887507703,C_1:1.291425887507703):0.9246138156644432,((A_2:0.35882470880366335,A_3:0.35882470880366335):1.2777143326211402,A_1:1.6365390414248036):0.5795006617473426):0.0;","((B_1,C_1),((A_2,A_3),A_1));",0,0,117112199.0,"{'((B_1,C_1),((A_1,A_2),A_3));': 0.0, '((B_1,C_1),((A_1,A_3),A_2));': 0.0, '((B_1,C_1),((A_2,A_3),A_1));': 1.0}"
51,"((B_1:1.3060933681580975,(C_2:1.1945622798999411,(C_3:0.24643690200700746,C_1:0.24643690200700746):0.9481253778929337):0.11153108825815639):0.8580876116316434,A_1:2.164180979789741):0.0;","((B_1,(C_2,(C_1,C_3))),A_1);",0,0,1111267111.0,"{'((B_1,(C_1,(C_2,C_3))),A_1);': 0.0, '((B_1,(C_2,(C_1,C_3))),A_1);': 1.0, '((B_1,(C_3,(C_1,C_2))),A_1);': 0.0}"
52,"(((C_1:1.5758083609080984,B_1:1.5758083609080984):0.667651373695773,A_1:2.243459734603871):1.4971583418984746,(B_3:1.9766946186782557,(B_2:1.0522716145801383,C_2:1.0522716145801383):0.9244230040981174):1.7639234578240908):0.0;","(((C_1,B_1),A_1),(B_3,(B_2,C_2)));",0,0,11811211161012.0,"{'(((C_1,B_1),A_1),(B_2,(B_3,C_2)));': 0.0, '(((C_1,B_1),A_1),(B_3,(B_2,C_2)));': 1.0, '(((C_1,B_2),A_1),(B_1,(B_3,C_2)));': 0.0, '(((C_1,B_2),A_1),(B_3,(B_1,C_2)));': 0.0, '(((C_1,B_3),A_1),(B_1,(B_2,C_2)));': 0.0, '(((C_1,B_3),A_1),(B_2,(B_1,C_2)));': 0.0, '(((C_2,B_1),A_1),(B_2,(B_3,C_1)));': 0.0, '(((C_2,B_1),A_1),(B_3,(B_2,C_1)));': 0.0, '(((C_2,B_2),A_1),(B_1,(B_3,C_1)));': 0.0, '(((C_2,B_2),A_1),(B_3,(B_1,C_1)));': 0.0, '(((C_2,B_3),A_1),(B_1,(B_2,C_1)));': 0.0, '(((C_2,B_3),A_1),(B_2,(B_1,C_1)));': 0.0}"
53,"((B_1:1.6244237902797891,C_1:1.6244237902797891):0.4179065684535856,((A_2:0.6723615359025068,A_3:0.6723615359025068):1.077300058070878,A_1:1.7496615939733848):0.29266876475998993):0.0;","((B_1,C_1),((A_2,A_3),A_1));",0,0,119114199.0,"{'((B_1,C_1),((A_1,A_2),A_3));': 0.0, '((B_1,C_1),((A_1,A_3),A_2));': 0.0, '((B_1,C_1),((A_2,A_3),A_1));': 1.0}"
54,"((B_1:2.2384637314916787,C_1:2.2384637314916787):0.42020234583265503,(B_2:2.3897058396091864,A_1:2.3897058396091864):0.26896023771514743):0.0;","((B_1,C_1),(B_2,A_1));",0,0,1112111212.0,"{'((B_1,C_1),(B_2,A_1));': 1.0, '((B_2,C_1),(B_1,A_1));': 0.0}"
55,"((A_2:0.8798836593372775,A_3:0.8798836593372775):2.4258205386792975,((C_1:1.7779622583575996,B_1:1.7779622583575996):0.6807650513786752,A_1:2.4587273097362745):0.8469768882803006):0.0;","((A_2,A_3),((C_1,B_1),A_1));",0,0,11511911313.0,"{'((A_1,A_2),((C_1,B_1),A_3));': 0.0, '((A_1,A_3),((C_1,B_1),A_2));': 0.0, '((A_2,A_3),((C_1,B_1),A_1));': 1.0}"
56,"((B_1:1.1701611703103776,C_1:1.1701611703103776):1.6713853182568594,(A_2:0.8863512504689576,A_1:0.8863512504689576):1.955195238098279):0.0;","((B_1,C_1),(A_1,A_2));",0,0,1161156.0,"{'((B_1,C_1),(A_1,A_2));': 1.0}"
57,"((B_1:1.0081228309490184,C_1:1.0081228309490184):1.1787381995358106,(A_2:1.0160945697471306,A_1:1.0160945697471306):1.1707664607376986):0.0;","((B_1,C_1),(A_1,A_2));",0,0,1161166.0,"{'((B_1,C_1),(A_1,A_2));': 1.0}"
58,"(A_1:3.648626527029818,(C_1:1.04145280533077,B_1:1.04145280533077):2.6071737216990485):0.0;","(A_1,(C_1,B_1));",0,0,111619.0,"{'(A_1,(C_1,B_1));': 1.0}"
59,"((A_1:2.474830264087074,(C_2:1.2551412351491178,C_1:1.2551412351491178):1.219689028937956):0.2274394652498742,B_1:2.702269729336948):0.0;","((A_1,(C_1,C_2)),B_1);",0,0,111713114.0,"{'((A_1,(C_1,C_2)),B_1);': 1.0}"
60,"(A_1:2.1719365555127244,(C_1:1.2579682705486979,B_1:1.2579682705486979):0.9139682849640263):0.0;","(A_1,(C_1,B_1));",0,0,111711.0,"{'(A_1,(C_1,B_1));': 1.0}"
61,"(A_1:2.2844421899818728,((B_1:1.3701436426820284,C_1:1.3701436426820284):0.5140919624005711,(B_3:0.8341712933940401,B_2:0.8341712933940401):1.0500643116885593):0.4002065848992733):0.0;","(A_1,((B_1,C_1),(B_2,B_3)));",0,0,1117115712.0,"{'(A_1,((B_1,C_1),(B_2,B_3)));': 1.0, '(A_1,((B_2,C_1),(B_1,B_3)));': 0.0, '(A_1,((B_3,C_1),(B_1,B_2)));': 0.0}"
62,"(A_1:2.6888590673984556,(C_1:1.2168257428112563,B_1:1.2168257428112563):1.4720333245871995):0.0;","(A_1,(C_1,B_1));",0,0,111714.0,"{'(A_1,(C_1,B_1));': 1.0}"
63,"((C_1:1.326552676643436,(B_2:1.3196855622029389,B_1:1.3196855622029389):0.006867114440497035):0.7655340486147849,A_1:2.092086725258221):0.0;","((C_1,(B_1,B_2)),A_1);",0,0,11177111.0,"{'((C_1,(B_1,B_2)),A_1);': 1.0}"
64,"(A_1:2.2892842084596308,((C_1:1.2311792576662597,B_1:1.2311792576662597):0.6219805469389164,(C_3:0.9291944002340969,C_2:0.9291944002340969):0.9239654043710791):0.43612440385445495):0.0;","(A_1,((C_1,B_1),(C_2,C_3)));",0,0,1117115712.0,"{'(A_1,((C_1,B_1),(C_2,C_3)));': 1.0, '(A_1,((C_2,B_1),(C_1,C_3)));': 0.0, '(A_1,((C_3,B_1),(C_1,C_2)));': 0.0}"
65,"((A_1:2.547397288673059,(C_1:1.4527692279169222,B_1:1.4527692279169222):1.0946280607561367):1.6210961383894675,(A_2:0.9669274168548324,(A_4:0.05861343426054723,A_3:0.05861343426054723):0.9083139825942852):3.201566010207694):0.0;","((A_1,(C_1,B_1)),(A_2,(A_3,A_4)));",0,0,1118131111513.0,"{'((A_1,(C_1,B_1)),(A_2,(A_3,A_4)));': 1.0, '((A_1,(C_1,B_1)),(A_3,(A_2,A_4)));': 0.0, '((A_1,(C_1,B_1)),(A_4,(A_2,A_3)));': 0.0, '((A_2,(C_1,B_1)),(A_1,(A_3,A_4)));': 0.0, '((A_2,(C_1,B_1)),(A_3,(A_1,A_4)));': 0.0, '((A_2,(C_1,B_1)),(A_4,(A_1,A_3)));': 0.0, '((A_3,(C_1,B_1)),(A_1,(A_2,A_4)));': 0.0, '((A_3,(C_1,B_1)),(A_2,(A_1,A_4)));': 0.0, '((A_3,(C_1,B_1)),(A_4,(A_1,A_2)));': 0.0, '((A_4,(C_1,B_1)),(A_1,(A_2,A_3)));': 0.0, '((A_4,(C_1,B_1)),(A_2,(A_1,A_3)));': 0.0, '((A_4,(C_1,B_1)),(A_3,(A_1,A_2)));': 0.0}"
66,"((C_1:2.916170914759402,B_1:2.916170914759402):1.707685537343192,A_1:4.623856452102594):0.0;","((C_1,B_1),A_1);",0,0,1115124.0,"{'((C_1,B_1),A_1);': 1.0}"
67,"(A_1:2.5136905839818304,(B_2:1.806835793382078,(C_1:1.450920962737646,B_1:1.450920962737646):0.35591483064443197):0.7068547905997524):0.0;","(A_1,(B_2,(C_1,B_1)));",0,0,111181013.0,"{'(A_1,(B_1,(C_1,B_2)));': 0.0, '(A_1,(B_2,(C_1,B_1)));': 1.0}"
68,"((C_1:1.0881680873840291,B_1:1.0881680873840291):1.1813939084765568,A_1:2.269561995860586):0.0;","((C_1,B_1),A_1);",0,0,116112.0,"{'((C_1,B_1),A_1);': 1.0}"
69,"((C_1:1.4424929433691354,(B_2:0.7631992543513026,B_1:0.7631992543513026):0.6792936890178327):1.097792809980537,A_1:2.5402857533496723):0.0;","((C_1,(B_1,B_2)),A_1);",0,0,11148113.0,"{'((C_1,(B_1,B_2)),A_1);': 1.0}"
70,"((B_1:1.4682387775161985,C_1:1.4682387775161985):1.7865116079837446,((A_2:1.7682686052327878,(A_4:1.0135951387314923,A_3:1.0135951387314923):0.7546734665012955):0.8930433822242594,A_1:2.6613119874570472):0.5934383980428959):0.0;","((B_1,C_1),((A_2,(A_3,A_4)),A_1));",0,0,1181116911414.0,"{'((B_1,C_1),((A_1,(A_2,A_3)),A_4));': 0.0, '((B_1,C_1),((A_1,(A_2,A_4)),A_3));': 0.0, '((B_1,C_1),((A_1,(A_3,A_4)),A_2));': 0.0, '((B_1,C_1),((A_2,(A_1,A_3)),A_4));': 0.0, '((B_1,C_1),((A_2,(A_1,A_4)),A_3));': 0.0, '((B_1,C_1),((A_2,(A_3,A_4)),A_1));': 1.0, '((B_1,C_1),((A_3,(A_1,A_2)),A_4));': 0.0, '((B_1,C_1),((A_3,(A_1,A_4)),A_2));': 0.0, '((B_1,C_1),((A_3,(A_2,A_4)),A_1));': 0.0, '((B_1,C_1),((A_4,(A_1,A_2)),A_3));': 0.0, '((B_1,C_1),((A_4,(A_1,A_3)),A_2));': 0.0, '((B_1,C_1),((A_4,(A_2,A_3)),A_1));': 0.0}"
71,"((C_2:0.9609505858425993,C_3:0.9609505858425993):2.7387452883985426,((B_1:1.331040223295283,C_1:1.331040223295283):1.180186810205739,A_1:2.511227033501022):1.18846884074012):0.0;","((C_2,C_3),((B_1,C_1),A_1));",0,0,11511711313.0,"{'((C_1,C_2),((B_1,C_3),A_1));': 0.0, '((C_1,C_3),((B_1,C_2),A_1));': 0.0, '((C_2,C_3),((B_1,C_1),A_1));': 1.0}"
72,"(A_1:3.341442216101626,((A_2:2.4820865265347356,(B_3:2.4769682465540144,(C_2:1.5177174184996818,B_2:1.5177174184996818):0.9592508280543326):0.005118279980721008):0.66490121190347,(C_1:1.6467788771666354,B_1:1.6467788771666354):1.50020886127157):0.19445447766342072):0.0;","(A_1,((A_2,(B_3,(C_2,B_2))),(C_1,B_1)));",0,0,1.1111813131191316e+16,"{'(A_1,((A_2,(B_1,(C_1,B_2))),(C_2,B_3)));': 0.0, '(A_1,((A_2,(B_1,(C_1,B_3))),(C_2,B_2)));': 0.0, '(A_1,((A_2,(B_1,(C_2,B_2))),(C_1,B_3)));': 0.0, '(A_1,((A_2,(B_1,(C_2,B_3))),(C_1,B_2)));': 0.0, '(A_1,((A_2,(B_2,(C_1,B_1))),(C_2,B_3)));': 0.0, '(A_1,((A_2,(B_2,(C_1,B_3))),(C_2,B_1)));': 0.0, '(A_1,((A_2,(B_2,(C_2,B_1))),(C_1,B_3)));': 0.0, '(A_1,((A_2,(B_2,(C_2,B_3))),(C_1,B_1)));': 0.0, '(A_1,((A_2,(B_3,(C_1,B_1))),(C_2,B_2)));': 0.0, '(A_1,((A_2,(B_3,(C_1,B_2))),(C_2,B_1)));': 0.0, '(A_1,((A_2,(B_3,(C_2,B_1))),(C_1,B_2)));': 0.0, '(A_1,((A_2,(B_3,(C_2,B_2))),(C_1,B_1)));': 1.0, '(A_2,((A_1,(B_1,(C_1,B_2))),(C_2,B_3)));': 0.0, '(A_2,((A_1,(B_1,(C_1,B_3))),(C_2,B_2)));': 0.0, '(A_2,((A_1,(B_1,(C_2,B_2))),(C_1,B_3)));': 0.0, '(A_2,((A_1,(B_1,(C_2,B_3))),(C_1,B_2)));': 0.0, '(A_2,((A_1,(B_2,(C_1,B_1))),(C_2,B_3)));': 0.0, '(A_2,((A_1,(B_2,(C_1,B_3))),(C_2,B_1)));': 0.0, '(A_2,((A_1,(B_2,(C_2,B_1))),(C_1,B_3)));': 0.0, '(A_2,((A_1,(B_2,(C_2,B_3))),(C_1,B_1)));': 0.0, '(A_2,((A_1,(B_3,(C_1,B_1))),(C_2,B_2)));': 0.0, '(A_2,((A_1,(B_3,(C_1,B_2))),(C_2,B_1)));': 0.0, '(A_2,((A_1,(B_3,(C_2,B_1))),(C_1,B_2)));': 0.0, '(A_2,((A_1,(B_3,(C_2,B_2))),(C_1,B_1)));': 0.0}"
73,"((C_2:2.278910060150826,B_2:2.278910060150826):0.5666132198897305,((B_1:2.5205246178008833,A_1:2.5205246178008833):0.09287412127525964,(C_3:2.562800710409742,C_1:2.562800710409742):0.050598028666401174):0.23212454096441304):0.0;","((C_2,B_2),((B_1,A_1),(C_1,C_3)));",0,0,1112111311131313.0,"{'((C_1,B_1),((B_2,A_1),(C_2,C_3)));': 0.0, '((C_1,B_2),((B_1,A_1),(C_2,C_3)));': 0.0, '((C_2,B_1),((B_2,A_1),(C_1,C_3)));': 0.0, '((C_2,B_2),((B_1,A_1),(C_1,C_3)));': 1.0, '((C_3,B_1),((B_2,A_1),(C_1,C_2)));': 0.0, '((C_3,B_2),((B_1,A_1),(C_1,C_2)));': 0.0}"
74,"((C_1:1.4494366085049177,B_1:1.4494366085049177):0.7613220627982725,(A_2:1.324917448043893,A_1:1.324917448043893):0.8858412232592972):0.0;","((C_1,B_1),(A_1,A_2));",0,0,1181178.0,"{'((C_1,B_1),(A_1,A_2));': 1.0}"
75,"((A_2:3.3679915632463056,(B_1:2.443491969509243,(A_1:2.419341308442624,C_1:2.419341308442624):0.02415066106661889):0.9244995937370626):1.7988864388118637,(A_4:2.748950561516228,A_3:2.748950561516228):2.4179274405419413):0.0;","((A_2,(B_1,(A_1,C_1))),(A_3,A_4));",0,0,1111131317111417.0,"{'((A_1,(B_1,(A_2,C_1))),(A_3,A_4));': 0.0, '((A_1,(B_1,(A_3,C_1))),(A_2,A_4));': 0.0, '((A_1,(B_1,(A_4,C_1))),(A_2,A_3));': 0.0, '((A_2,(B_1,(A_1,C_1))),(A_3,A_4));': 1.0, '((A_2,(B_1,(A_3,C_1))),(A_1,A_4));': 0.0, '((A_2,(B_1,(A_4,C_1))),(A_1,A_3));': 0.0, '((A_3,(B_1,(A_1,C_1))),(A_2,A_4));': 0.0, '((A_3,(B_1,(A_2,C_1))),(A_1,A_4));': 0.0, '((A_3,(B_1,(A_4,C_1))),(A_1,A_2));': 0.0, '((A_4,(B_1,(A_1,C_1))),(A_2,A_3));': 0.0, '((A_4,(B_1,(A_2,C_1))),(A_1,A_3));': 0.0, '((A_4,(B_1,(A_3,C_1))),(A_1,A_2));': 0.0}"
76,"((A_2:2.573780784487999,(C_2:1.391156834077002,B_2:1.391156834077002):1.1826239504109974):0.43452503754150973,(A_1:2.621692411764829,(B_1:1.8020514652450657,C_1:1.8020514652450657):0.819640946519763):0.3866134102646801):0.0;","((A_1,(C_1,B_1)),(A_2,(B_2,C_2)));",0,0,111713111101414.0,"{'((A_1,(C_1,B_1)),(A_2,(B_2,C_2)));': 1.0, '((A_1,(C_1,B_2)),(A_2,(B_1,C_2)));': 0.0, '((A_1,(C_2,B_1)),(A_2,(B_2,C_1)));': 0.0, '((A_1,(C_2,B_2)),(A_2,(B_1,C_1)));': 0.0}"
77,"((B_1:1.2675574182680682,C_1:1.2675574182680682):1.1051252551892026,(A_2:0.35808961712250265,A_1:0.35808961712250265):2.014593056334768):0.0;","((B_1,C_1),(A_1,A_2));",0,0,1171127.0,"{'((B_1,C_1),(A_1,A_2));': 1.0}"
78,"((A_2:3.2560737667421966,(C_1:2.2076760708501673,B_1:2.2076760708501673):1.0483976958920294):0.022872200658629938,(A_3:1.5135414594052627,A_1:1.5135414594052627):1.7654045079955636):0.0;","((A_2,(C_1,B_1)),(A_1,A_3));",0,0,111121711817.0,"{'((A_1,(C_1,B_1)),(A_2,A_3));': 0.0, '((A_2,(C_1,B_1)),(A_1,A_3));': 1.0, '((A_3,(C_1,B_1)),(A_1,A_2));': 0.0}"
79,"((C_1:2.0423135930919716,A_1:2.0423135930919716):0.41589500020269593,(B_2:0.41155047380794946,B_1:0.41155047380794946):2.046658119486718):0.0;","((C_1,A_1),(B_1,B_2));",0,0,111111311.0,"{'((C_1,A_1),(B_1,B_2));': 1.0}"
80,"(B_2:3.54510109058658,(A_1:3.4787666120179868,(B_3:1.0824494762059067,(B_1:1.0663145011605528,C_1:1.0663145011605528):0.016134975045353883):2.3963171358120805):0.06633447856859265):0.0;","(B_2,(A_1,(B_3,(B_1,C_1))));",0,0,11111661818.0,"{'(B_1,(A_1,(B_2,(B_3,C_1))));': 0.0, '(B_1,(A_1,(B_3,(B_2,C_1))));': 0.0, '(B_2,(A_1,(B_1,(B_3,C_1))));': 0.0, '(B_2,(A_1,(B_3,(B_1,C_1))));': 1.0, '(B_3,(A_1,(B_1,(B_2,C_1))));': 0.0, '(B_3,(A_1,(B_2,(B_1,C_1))));': 0.0}"
81,"((C_1:2.3087424643420205,A_1:2.3087424643420205):3.073271161766081,B_1:5.382013626108101):0.0;","((C_1,A_1),B_1);",0,0,1112127.0,"{'((C_1,A_1),B_1);': 1.0}"
82,"(B_1:2.8852994702886394,(A_1:2.043982764962655,(B_2:1.6833902742044464,C_1:1.6833902742044464):0.36059249075820876):0.8413167053259842):0.0;","(B_1,(A_1,(B_2,C_1)));",0,0,111191115.0,"{'(B_1,(A_1,(B_2,C_1)));': 1.0, '(B_2,(A_1,(B_1,C_1)));': 0.0}"
83,"((C_1:2.009065121460843,B_1:2.009065121460843):0.21022359597164203,(A_3:1.6841444963396874,(A_2:1.506795471547135,A_1:1.506795471547135):0.17734902479255243):0.5351442210927972):0.0;","((C_1,B_1),(A_3,(A_1,A_2)));",0,0,11111118911.0,"{'((C_1,B_1),(A_1,(A_2,A_3)));': 0.0, '((C_1,B_1),(A_2,(A_1,A_3)));': 0.0, '((C_1,B_1),(A_3,(A_1,A_2)));': 1.0}"
84,"((C_1:1.4968939297966353,B_1:1.4968939297966353):0.5646935526137212,(A_2:1.5297598485004817,A_1:1.5297598485004817):0.5318276339098746):0.0;","((C_1,B_1),(A_1,A_2));",0,0,1181188.0,"{'((C_1,B_1),(A_1,A_2));': 1.0}"
85,"((B_1:1.885436556942889,C_1:1.885436556942889):1.3669002838631896,A_1:3.2523368408060787):0.0;","((B_1,C_1),A_1);",0,0,1110117.0,"{'((B_1,C_1),A_1);': 1.0}"
86,"((C_1:1.5505068715963701,B_1:1.5505068715963701):0.9008395695003251,(A_2:0.8243914949308921,A_1:0.8243914949308921):1.626954946165803):0.0;","((C_1,B_1),(A_1,A_2));",0,0,1181158.0,"{'((C_1,B_1),(A_1,A_2));': 1.0}"
87,"(A_2:3.6170439406453707,(C_1:2.801158966043366,(B_1:2.296240103456212,(A_3:1.3313072368837349,A_1:1.3313072368837349):0.9649328665724772):0.5049188625871538):0.8158849746020049):0.0;","(A_2,(C_1,(B_1,(A_1,A_3))));",0,0,111117121519.0,"{'(A_1,(C_1,(B_1,(A_2,A_3))));': 0.0, '(A_2,(C_1,(B_1,(A_1,A_3))));': 1.0, '(A_3,(C_1,(B_1,(A_1,A_2))));': 0.0}"
88,"((A_1:2.360755164280813,((C_2:2.1446633611574537,B_2:2.1446633611574537):0.042097987357745344,C_1:2.186761348515199):0.173993815765614):0.07338821189074626,(C_3:1.8725074743696362,B_1:1.8725074743696362):0.5616359018019232):0.0;","((A_1,((C_2,B_2),C_1)),(C_3,B_1));",0,0,1111111112111012.0,"{'((A_1,((C_1,B_1),C_2)),(C_3,B_2));': 0.0, '((A_1,((C_1,B_1),C_3)),(C_2,B_2));': 0.0, '((A_1,((C_1,B_2),C_2)),(C_3,B_1));': 0.0, '((A_1,((C_1,B_2),C_3)),(C_2,B_1));': 0.0, '((A_1,((C_2,B_1),C_1)),(C_3,B_2));': 0.0, '((A_1,((C_2,B_1),C_3)),(C_1,B_2));': 0.0, '((A_1,((C_2,B_2),C_1)),(C_3,B_1));': 1.0, '((A_1,((C_2,B_2),C_3)),(C_1,B_1));': 0.0, '((A_1,((C_3,B_1),C_1)),(C_2,B_2));': 0.0, '((A_1,((C_3,B_1),C_2)),(C_1,B_2));': 0.0, '((A_1,((C_3,B_2),C_1)),(C_2,B_1));': 0.0, '((A_1,((C_3,B_2),C_2)),(C_1,B_1));': 0.0}"
89,"((C_1:1.055376630754869,B_1:1.055376630754869):1.076645272375306,A_1:2.132021903130175):0.0;","((C_1,B_1),A_1);",0,0,116111.0,"{'((C_1,B_1),A_1);': 1.0}"
90,"(A_1:2.0129076114776656,(B_1:1.393945047258232,(C_2:0.13551347127661767,C_1:0.13551347127661767):1.2584315759816143):0.6189625642194336):0.0;","(A_1,(B_1,(C_1,C_2)));",0,0,11111711.0,"{'(A_1,(B_1,(C_1,C_2)));': 1.0}"
91,"(A_1:2.5272884457976956,((B_2:1.005993644726153,C_2:1.005993644726153):1.2545497211552474,(B_1:1.0252335833958615,(C_3:0.0908994761728251,C_1:0.0908994761728251):0.9343341072230363):1.235309782485539):0.26674507991629515):0.0;","(A_1,((B_2,C_2),(B_1,(C_1,C_3))));",0,0,111611116613.0,"{'(A_1,((B_1,C_1),(B_2,(C_2,C_3))));': 0.0, '(A_1,((B_1,C_2),(B_2,(C_1,C_3))));': 0.0, '(A_1,((B_1,C_3),(B_2,(C_1,C_2))));': 0.0, '(A_1,((B_2,C_1),(B_1,(C_2,C_3))));': 0.0, '(A_1,((B_2,C_2),(B_1,(C_1,C_3))));': 1.0, '(A_1,((B_2,C_3),(B_1,(C_1,C_2))));': 0.0}"
92,"(B_2:2.6752342799990028,((B_1:1.6994861037622218,C_1:1.6994861037622218):0.36044128803069475,A_1:2.0599273917929164):0.6153068882060864):0.0;","(B_2,((B_1,C_1),A_1));",0,0,111911114.0,"{'(B_1,((B_2,C_1),A_1));': 0.0, '(B_2,((B_1,C_1),A_1));': 1.0}"
93,"(A_1:3.2165554427712255,(C_1:1.8158690200625072,(C_2:1.4886407724486581,B_1:1.4886407724486581):0.32722824761384905):1.4006864227087181):0.0;","(A_1,(C_1,(C_2,B_1)));",0,0,111181017.0,"{'(A_1,(C_1,(C_2,B_1)));': 1.0, '(A_1,(C_2,(C_1,B_1)));': 0.0}"
94,"(A_1:2.2149060752050422,((C_3:0.40091644429750456,(C_5:0.3164844267777215,C_2:0.3164844267777215):0.08443201751978308):0.9985874022879174,(B_1:1.1642956566725773,(C_4:0.37008913059313575,C_1:0.37008913059313575):0.7942065260794415):0.23520818991284465):0.8154022286196205):0.0;","(A_1,((C_3,(C_2,C_5)),(B_1,(C_1,C_4))));",0,0,11112311126612.0,"{'(A_1,((C_1,(C_2,C_3)),(B_1,(C_4,C_5))));': 0.0, '(A_1,((C_1,(C_2,C_4)),(B_1,(C_3,C_5))));': 0.0, '(A_1,((C_1,(C_2,C_5)),(B_1,(C_3,C_4))));': 0.0, '(A_1,((C_1,(C_3,C_4)),(B_1,(C_2,C_5))));': 0.0, '(A_1,((C_1,(C_3,C_5)),(B_1,(C_2,C_4))));': 0.0, '(A_1,((C_1,(C_4,C_5)),(B_1,(C_2,C_3))));': 0.0, '(A_1,((C_2,(C_1,C_3)),(B_1,(C_4,C_5))));': 0.0, '(A_1,((C_2,(C_1,C_4)),(B_1,(C_3,C_5))));': 0.0, '(A_1,((C_2,(C_1,C_5)),(B_1,(C_3,C_4))));': 0.0, '(A_1,((C_2,(C_3,C_4)),(B_1,(C_1,C_5))));': 0.0, '(A_1,((C_2,(C_3,C_5)),(B_1,(C_1,C_4))));': 0.0, '(A_1,((C_2,(C_4,C_5)),(B_1,(C_1,C_3))));': 0.0, '(A_1,((C_3,(C_1,C_2)),(B_1,(C_4,C_5))));': 0.0, '(A_1,((C_3,(C_1,C_4)),(B_1,(C_2,C_5))));': 0.0, '(A_1,((C_3,(C_1,C_5)),(B_1,(C_2,C_4))));': 0.0, '(A_1,((C_3,(C_2,C_4)),(B_1,(C_1,C_5))));': 0.0, '(A_1,((C_3,(C_2,C_5)),(B_1,(C_1,C_4))));': 1.0, '(A_1,((C_3,(C_4,C_5)),(B_1,(C_1,C_2))));': 0.0, '(A_1,((C_4,(C_1,C_2)),(B_1,(C_3,C_5))));': 0.0, '(A_1,((C_4,(C_1,C_3)),(B_1,(C_2,C_5))));': 0.0, '(A_1,((C_4,(C_1,C_5)),(B_1,(C_2,C_3))));': 0.0, '(A_1,((C_4,(C_2,C_3)),(B_1,(C_1,C_5))));': 0.0, '(A_1,((C_4,(C_2,C_5)),(B_1,(C_1,C_3))));': 0.0, '(A_1,((C_4,(C_3,C_5)),(B_1,(C_1,C_2))));': 0.0, '(A_1,((C_5,(C_1,C_2)),(B_1,(C_3,C_4))));': 0.0, '(A_1,((C_5,(C_1,C_3)),(B_1,(C_2,C_4))));': 0.0, '(A_1,((C_5,(C_1,C_4)),(B_1,(C_2,C_3))));': 0.0, '(A_1,((C_5,(C_2,C_3)),(B_1,(C_1,C_4))));': 0.0, '(A_1,((C_5,(C_2,C_4)),(B_1,(C_1,C_3))));': 0.0, '(A_1,((C_5,(C_3,C_4)),(B_1,(C_1,C_2))));': 0.0}"
95,"((C_1:2.7366098834689985,A_1:2.7366098834689985):1.9097343046640431,((B_2:1.0478247517997858,C_2:1.0478247517997858):0.8648062794799407,B_1:1.9126310312797266):2.733713156853315):0.0;","((C_1,A_1),((B_2,C_2),B_1));",0,0,111411611014.0,"{'((C_1,A_1),((B_1,C_2),B_2));': 0.0, '((C_1,A_1),((B_2,C_2),B_1));': 1.0, '((C_2,A_1),((B_1,C_1),B_2));': 0.0, '((C_2,A_1),((B_2,C_1),B_1));': 0.0}"
96,"((C_1:1.2352882457905723,B_1:1.2352882457905723):1.5055023349576433,(A_2:1.8046787150791013,A_1:1.8046787150791013):0.9361118656691141):0.0;","((C_1,B_1),(A_1,A_2));",0,0,117111010.0,"{'((C_1,B_1),(A_1,A_2));': 1.0}"
97,"((B_1:1.6777517054780662,C_1:1.6777517054780662):0.34255796113874293,A_1:2.020309666616809):0.0;","((B_1,C_1),A_1);",0,0,119111.0,"{'((B_1,C_1),A_1);': 1.0}"
